FID,wkb_geometry,pk_class,pk_code,dc_id,construction_and_technical_condition,longitude,latitude,height,construction_type,material,standard_load_capacity_per_t,exclusive_load_capacity_per_t,exceptional_load_capacity_per_t,method_of_determination,subject_of_bridging,section_owner,section_manager,district,section_id,section_station_of_beginning_dc_m,kilometer_station_of_beginning_dc_km,cumulative_starting_station_dc_km
bridges_dc.600,POINT (48.597983169 20.873729203),cesta III. triedy,3329,M1568.01,Uspokojivý,20.8737292030,48.5979831690,179.917249,dosková,prefabrikovaný železobetón,26,70,265,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,4947,342,0,3
bridges_dc.601,POINT (48.601338983 20.878605647),cesta III. triedy,3329,M7100.01,Uspokojivý,20.8786056470,48.6013389830,183.607000,dosková,prefabrikovaný železobetón,54,127,384,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451262,16,0,3
bridges_dc.602,POINT (48.769907629 21.31913629),cesta III. triedy,3331,M3283.01,Uspokojivý,21.3191362900,48.7699076290,200.500750,trámová,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5453,1,0,1
bridges_dc.603,POINT (48.602634795 20.8392421),cesta III. triedy,3333,M2090.01,Veľmi zlý,20.8392421000,48.6026347950,211.927249,dosková,monolitický železobetón,18,25,187,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451499,8,0,0
bridges_dc.604,POINT (48.863519213 21.386066823),cesta III. triedy,3335,M1601.01,Veľmi zlý,21.3860668230,48.8635192130,402.147500,dosková,prefabrikovaný železobetón,39,103,346,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452529,834,0,4
bridges_dc.605,POINT (48.813280639 21.315929131),cesta III. triedy,3336,M4047.01,Veľmi zlý,21.3159291310,48.8132806390,202.548250,trámová,prefabrikovaný predpätý betón,18,44,76,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315099,68,0,1
bridges_dc.606,POINT (48.804976832 21.253153093),cesta III. triedy,3337,M4214.01,Zlý,21.2531530930,48.8049768320,230.884000,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452487,1,0,3
bridges_dc.607,POINT (48.796546279 21.257222852),cesta III. triedy,3338,M3938.01,Uspokojivý,21.2572228520,48.7965462790,226.986250,dosková,prefabrikovaný železobetón,42,96,420,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452422,297,0,1
bridges_dc.608,POINT (48.781621274 21.314422356),cesta III. triedy,3339,M6874.01,Veľmi zlý,21.3144223560,48.7816212740,198.217000,dosková,prefabrikovaný predpätý betón,15,46,93,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315113,376,0,0
bridges_dc.609,POINT (48.778002799 21.328429816),cesta III. triedy,3339,M1230.01,Zlý,21.3284298160,48.7780027990,204.125000,dosková,prefabrikovaný železobetón,35,77,338,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315115,699,0,1
bridges_dc.610,POINT (48.600253522 21.347532011),cesta III. triedy,3342,M2121.01,Veľmi zlý,21.3475320110,48.6002535220,179.008000,dosková,monolitický železobetón,24,53,211,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315176,20,0,0
bridges_dc.611,POINT (48.59756107 21.349444033),cesta III. triedy,3342,M2832.01,Zlý,21.3494440330,48.5975610700,180.531000,dosková,prefabrikovaný železobetón,43,108,369,podľa tabuliek,Kanál,KE SK,SC KSK - KS,Košice - okolie,451347,151,0,0
bridges_dc.612,POINT (48.567248963 21.332120627),cesta III. triedy,3342,M4164.01,Uspokojivý,21.3321206270,48.5672489630,171.990000,trámová,oceľ -  plnostenná,12,25,266,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451357,226,0,4
bridges_dc.613,POINT (48.613507243 21.276919346),cesta III. triedy,3343,M91.01,Uspokojivý,21.2769193460,48.6135072430,191.440499,dosková,prefabrikovaný železobetón,46,109,312,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,763692,875,0,0
bridges_dc.614,POINT (48.584567132 21.270744058),cesta III. triedy,3345,M1607.01,Zlý,21.2707440580,48.5845671320,179.871499,dosková,monolitický železobetón,6,28,110,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5233,862,0,0
bridges_dc.615,POINT (48.580940376 21.273619093),cesta III. triedy,3345,M2820.01,Zlý,21.2736190930,48.5809403760,178.967250,dosková,monolitický železobetón,6,23,110,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451393,152,0,1
bridges_dc.616,POINT (48.560558371 21.25883166),cesta III. triedy,3346,M5084.01,Uspokojivý,21.2588316600,48.5605583710,177.918000,dosková,prefabrikovaný železobetón,40,69,312,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315192,11,0,0
bridges_dc.617,POINT (48.563073444 21.273936967),cesta III. triedy,3346,M5320.01,Veľmi zlý,21.2739369670,48.5630734440,171.177249,dosková,monolitický železobetón,26,46,294,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315193,537,0,1
bridges_dc.618,POINT (48.794749705 21.117810019),cesta III. triedy,3349,M96.01,Uspokojivý,21.1178100190,48.7947497050,399.637499,rámová,prefabrikovaný železobetón,50,107,378,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,5436,25,0,0
bridges_dc.619,POINT (48.803206614 21.109557356),cesta III. triedy,3349,M6071.01,Zlý,21.1095573560,48.8032066140,376.429999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452428,5,0,1
bridges_dc.620,POINT (48.804938316 21.107087616),cesta III. triedy,3349,M952.01,Dobrý,21.1070876160,48.8049383160,369.722999,trámová,monolitický predpätý betón,32,80,196,projektovaná,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452429,164,0,1
bridges_dc.621,POINT (48.805378749 21.105642926),cesta III. triedy,3349,M3482.01,Uspokojivý,21.1056429260,48.8053787490,370.570500,dosková,prefabrikovaný železobetón,26,38,255,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452430,12,0,1
bridges_dc.622,POINT (48.806860762 21.102153069),cesta III. triedy,3349,M2645.01,Uspokojivý,21.1021530690,48.8068607620,361.687500,dosková,monolitický železobetón,14,31,102,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452431,304,0,1
bridges_dc.623,POINT (48.808640883 21.099510724),cesta III. triedy,3349,M1093.01,Zlý,21.0995107240,48.8086408830,361.972999,dosková,prefabrikovaný železobetón,26,36,243,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452433,7,0,2
bridges_dc.624,POINT (48.799180365 21.244900947),cesta III. triedy,3351,M1266.01,Uspokojivý,21.2449009470,48.7991803650,226.595499,dosková,monolitický železobetón,23,49,253,podľa tabuliek,Kanál,KE SK,SC KSK - KS,Košice - okolie,498160,82,0,0
bridges_dc.625,POINT (48.79739631 21.240555517),cesta III. triedy,3352,M991.01,Uspokojivý,21.2405555170,48.7973963100,228.970749,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5446,4,0,0
bridges_dc.626,POINT (48.804373013 21.228838528),cesta III. triedy,3352,M2328.01,Veľmi zlý,21.2288385280,48.8043730130,234.623999,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452462,24,0,1
bridges_dc.627,POINT (48.857232946 21.227551611),cesta III. triedy,3353,M4215.01,Veľmi zlý,21.2275516110,48.8572329460,245.807499,trámová,oceľ -  plnostenná,32,80,196,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,498169,26,0,0
bridges_dc.628,POINT (48.855616283 21.22370503),cesta III. triedy,3353,M2230.01,Uspokojivý,21.2237050300,48.8556162830,253.539999,dosková,monolitický železobetón,18,45,83,odhadom,Železnica,KE SK,SC KSK - KS,Košice - okolie,498167,9,0,0
bridges_dc.629,POINT (48.853056874 21.220912315),cesta III. triedy,3353,M6259.01,Zlý,21.2209123150,48.8530568740,254.002999,dosková,monolitický železobetón,17,36,196,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452508,14,0,0
bridges_dc.630,POINT (48.858029848 21.184798426),cesta III. triedy,3354,M4959.01,Havarijný,21.1847984260,48.8580298480,254.782749,trámová,prefabrikovaný predpätý betón,24,70,144,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5484,4,0,4
bridges_dc.631,POINT (48.880027691 21.127223797),cesta III. triedy,3354,M7069.01,Zlý,21.1272237970,48.8800276910,268.762499,dosková,monolitický železobetón,9,38,244,odhadom,"Vodný tok,  Kanál",KE SK,SC KSK - KS,Košice - okolie,1315071,189,0,10
bridges_dc.632,POINT (48.880027691 21.127223797),cesta III. triedy,3354,M7069.01,Zlý,21.1272237970,48.8800276910,268.762499,dosková,monolitický železobetón,9,38,244,odhadom,"Vodný tok,  Kanál",KE SK,SC KSK - KS,Košice - okolie,1315070,0,0,10
bridges_dc.633,POINT (48.877794581 21.110820513),cesta III. triedy,3354,M5005.01,Veľmi zlý,21.1108205130,48.8777945810,277.525500,dosková,monolitický železobetón,12,25,105,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452519,330,0,11
bridges_dc.634,POINT (48.866930255 21.092958178),cesta III. triedy,3354,M7063.01,Veľmi zlý,21.0929581780,48.8669302550,283.785499,dosková,prefabrikovaný železobetón,36,84,264,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315069,1,0,14
bridges_dc.635,POINT (48.861166621 21.098032527),cesta III. triedy,3354,M7266.01,Zlý,21.0980325270,48.8611666210,283.559750,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Vodná nádrž,KE SK,SC KSK - KS,Košice - okolie,452523,239,0,14
bridges_dc.636,POINT (48.876526257 21.13280158),cesta III. triedy,3355,M3340.01,Zlý,21.1328015800,48.8765262570,266.032500,trámová,prefabrikovaný predpätý betón,35,101,218,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5485,128,0,0
bridges_dc.637,POINT (48.788202006 21.058445402),cesta III. triedy,3357,M795.01,Uspokojivý,21.0584454020,48.7882020060,449.186499,dosková,monolitický železobetón,26,31,160,podľa tabuliek,Vodný tok,KE SK,SC KSK - SNV,Košice - okolie,452440,3,0,5
bridges_dc.638,POINT (48.689725735 21.009341097),cesta III. triedy,3358,M5655.01,Zlý,21.0093410970,48.6897257350,311.811000,dosková,monolitický železobetón,24,36,292,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452349,74,0,0
bridges_dc.639,POINT (48.730079422 21.032391262),cesta III. triedy,3358,M5925.01,Uspokojivý,21.0323912620,48.7300794220,504.183999,dosková,monolitický železobetón,24,30,189,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1307452,4,0,5
bridges_dc.640,POINT (48.687964677 20.975124064),cesta III. triedy,3359,M5462.01,Veľmi zlý,20.9751240640,48.6879646770,273.077000,dosková,monolitický železobetón,18,24,169,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,453524,13,0,0
bridges_dc.641,POINT (48.689360923 20.974535229),cesta III. triedy,3359,M3961.01,Uspokojivý,20.9745352290,48.6893609230,281.918500,dosková,monolitický železobetón,26,53,278,odhadom,Železnica,KE SK,SC KSK - KS,Košice - okolie,453525,103,0,0
bridges_dc.642,POINT (48.718503649 20.983769566),cesta III. triedy,3359,M6945.01,Veľmi zlý,20.9837695660,48.7185036490,383.221500,dosková,monolitický železobetón,22,31,234,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,453535,332,0,4
bridges_dc.643,POINT (48.720865396 20.983731138),cesta III. triedy,3359,M2169.01,Veľmi zlý,20.9837311380,48.7208653960,397.857499,dosková,monolitický železobetón,24,36,292,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,453535,605,0,4
bridges_dc.644,POINT (48.675044876 21.115519369),cesta III. triedy,3360,M2421.01,Veľmi zlý,21.1155193690,48.6750448760,296.380999,dosková,monolitický železobetón,15,44,280,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451456,22,0,0
bridges_dc.645,POINT (48.685797334 21.073730583),cesta III. triedy,3363,M852.01,Uspokojivý,21.0737305830,48.6857973340,322.345499,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315051,18,0,0
bridges_dc.646,POINT (48.691132738 21.056861401),cesta III. triedy,3363,M5599.01,Zlý,21.0568614010,48.6911327380,325.116999,dosková,monolitický železobetón,26,49,322,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451458,1,0,2
bridges_dc.647,POINT (48.64795757 21.003388378),cesta III. triedy,3364,M2575.01,Veľmi zlý,21.0033883780,48.6479575700,230.992499,trámová,prefabrikovaný predpätý betón,24,51,100,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5254,306,0,0
bridges_dc.648,POINT (48.597028712 21.01729531),cesta III. triedy,3365,M2975.01,Uspokojivý,21.0172953100,48.5970287120,202.293500,dosková,prefabrikovaný železobetón,24,30,174,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451302,15,0,2
bridges_dc.649,POINT (48.593722162 21.023851846),cesta III. triedy,3365,M6866.01,Zlý,21.0238518460,48.5937221620,196.171000,dosková,prefabrikovaný železobetón,26,84,256,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451287,3,0,3
bridges_dc.650,POINT (48.675644997 21.352361297),cesta III. triedy,3366,M1640.01,Veľmi zlý,21.3523612970,48.6756449970,190.191500,trámová,monolitický železobetón,32,80,196,statický výpočet,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452669,64,0,1
bridges_dc.651,POINT (48.639784652 21.367003023),cesta III. triedy,3368,M2788.01,Bezchybný,21.3670030230,48.6397846520,194.876499,trámová,prefabrikovaný predpätý betón,32,80,196,statický výpočet,Železnica,KE SK,SC KSK - KS,Košice - okolie,4608,293,0,0
bridges_dc.652,POINT (48.611130973 21.359797045),cesta III. triedy,3368,M4649.01,Zlý,21.3597970450,48.6111309730,177.285250,trámová,monolitický železobetón,27,41,179,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315170,1,0,3
bridges_dc.653,POINT (48.638514165 21.375915627),cesta III. triedy,3370,M1948.01,Zlý,21.3759156270,48.6385141650,192.850749,dosková,prefabrikovaný predpätý betón,26,66,315,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,4613,611,0,0
bridges_dc.654,POINT (48.630434518 21.476951273),cesta III. triedy,3371,M1212.01,Veľmi zlý,21.4769512730,48.6304345180,304.850500,dosková,monolitický železobetón,26,42,316,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315168,126,0,0
bridges_dc.655,POINT (48.616205027 21.472659483),cesta III. triedy,3371,M3309.01,Zlý,21.4726594830,48.6162050270,328.639999,dosková,monolitický železobetón,26,48,274,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315168,1,0,2
bridges_dc.656,POINT (48.6501848 21.493968083),cesta III. triedy,3372,M6234.01,Zlý,21.4939680830,48.6501848000,242.547000,dosková,monolitický železobetón,26,46,294,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451341,1,0,2
bridges_dc.657,POINT (48.627722261 21.522999403),cesta III. triedy,3374,M5586.01,Veľmi zlý,21.5229994030,48.6277222610,191.841000,dosková,prefabrikovaný železobetón,37,89,273,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451331,50,0,0
bridges_dc.658,POINT (48.600130834 21.556887206),cesta III. triedy,3374,M294.01,Uspokojivý,21.5568872060,48.6001308340,165.097999,dosková,prefabrikovaný predpätý betón,26,78,222,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184838,8,0,5
bridges_dc.659,POINT (48.572756991 21.567526116),cesta III. triedy,3374,M3261.01,Uspokojivý,21.5675261160,48.5727569910,146.711500,dosková,monolitický železobetón,21,32,280,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184828,47,0,9
bridges_dc.660,POINT (48.51921903 21.591723437),cesta III. triedy,3374,M6642.01,Uspokojivý,21.5917234370,48.5192190300,137.535000,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184807,15,0,16
bridges_dc.661,POINT (48.512201003 21.608991207),cesta III. triedy,3374,M6716.01,Uspokojivý,21.6089912070,48.5122010030,126.674499,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184809,1,0,17
bridges_dc.662,POINT (48.510868883 21.611094224),cesta III. triedy,3374,M7009.01,Uspokojivý,21.6110942240,48.5108688830,125.604999,dosková,monolitický železobetón,26,40,350,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184809,1,0,17
bridges_dc.663,POINT (48.509939372 21.612452208),cesta III. triedy,3374,M2431.01,Uspokojivý,21.6124522080,48.5099393720,118.440000,dosková,monolitický železobetón,21,37,235,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184810,15,0,17
bridges_dc.664,POINT (48.509471894 21.614846509),cesta III. triedy,3374,M2345.01,Veľmi zlý,21.6148465090,48.5094718940,117.683999,trámová,prefabrikovaný predpätý betón,19,48,117,podľa tabuliek,Vodný tok,KE SK,SC KSK - TV,Trebišov,184810,343,0,18
bridges_dc.665,POINT (48.742365802 21.247600642),cesta III. triedy,3390,M276.01,Dobrý,21.2476006420,48.7423658020,213.493499,dosková,prefabrikovaný železobetón,28,97,378,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice I,5444,26,0,0
bridges_dc.666,POINT (48.797834952 21.241557143),cesta III. triedy,3390,M6989.01,Zlý,21.2415571430,48.7978349520,228.533249,dosková,monolitický železobetón,11,25,100,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,452424,47,0,7
bridges_dc.667,POINT (48.800273298 21.244516642),cesta III. triedy,3390,M1634.01,Zlý,21.2445166420,48.8002732980,226.270499,dosková,prefabrikovaný predpätý betón,38,81,220,odhadom,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,498161,138,0,7
bridges_dc.668,POINT (48.592215248 21.165801759),cesta III. triedy,3400,M1884.01,Zlý,21.1658017590,48.5922152480,207.816000,trámová,prefabrikovaný predpätý betón,30,65,127,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451403,9,0,4
bridges_dc.669,POINT (48.570132617 21.115747049),cesta III. triedy,3400,M2946.01,Zlý,21.1157470490,48.5701326170,196.931750,dosková,prefabrikovaný železobetón,50,130,420,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1305878,22,0,9
bridges_dc.670,POINT (48.546900817 21.081204476),cesta III. triedy,3400,M2822.01,Veľmi zlý,21.0812044760,48.5469008170,195.133749,trámová,prefabrikovaný predpätý betón,21,54,120,podľa tabuliek,Kanál,KE SK,SC KSK - KS,Košice - okolie,5241,667,0,12
bridges_dc.671,POINT (48.626771022 21.221608288),cesta III. triedy,3401,M2062.01,Dobrý,21.2216082880,48.6267710220,215.524500,dosková,prefabrikovaný železobetón,50,117,349,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice II,294218,415,0,2
bridges_dc.672,POINT (48.61665 21.24087),cesta III. triedy,3401,M9493.01,Dobrý,21.2408700000,48.6166500000,217.000000,trámová,spriahnutá betón-betón,32,80,196,projektovaná,Cestná komunikácia,KE SK,SC KSK - KS,Košice - okolie,294222,308,0,4
bridges_dc.673,POINT (48.700811569 21.221655457),cesta III. triedy,3403,M1790.01,Bezchybný,21.2216554570,48.7008115690,234.796000,trámová,prefabrikovaný železobetón,36,80,285,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice II,923418,65,0,0
bridges_dc.674,POINT (48.700811569 21.221655457),cesta III. triedy,3403,M1790.01,Bezchybný,21.2216554570,48.7008115690,234.796000,trámová,prefabrikovaný železobetón,36,80,285,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice II,923415,15,0,0
bridges_dc.675,POINT (48.711515156 21.199975799),cesta III. triedy,3403,M1962.01,Veľmi dobrý,21.1999757990,48.7115151560,258.417249,dosková,prefabrikovaný predpätý betón,32,80,196,projektovaná,Vodný tok,KE,MAG-KE,Košice II,5390,77,0,2
bridges_dc.676,POINT (48.709098831 21.151023282),cesta III. triedy,3403,M671.01,Zlý,21.1510232820,48.7090988310,349.826499,dosková,monolitický železobetón,23,52,232,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,451470,12,0,8
bridges_dc.677,POINT (48.716564811 21.190186417),cesta III. triedy,3404,M3195.01,Dobrý,21.1901864170,48.7165648110,268.794999,dosková,prefabrikovaný železobetón,50,123,340,podľa tabuliek,Vodný tok,KE,MAG-KE,Košice II,294192,483,0,0
bridges_dc.678,POINT (48.721652152 21.179572432),cesta III. triedy,3404,M2122.01,Uspokojivý,21.1795724320,48.7216521520,282.895000,dosková,prefabrikovaný železobetón,64,127,420,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,5384,377,0,1
bridges_dc.679,POINT (48.724018066 21.164908469),cesta III. triedy,3404,M2264.01,Uspokojivý,21.1649084690,48.7240180660,299.952000,dosková,prefabrikovaný železobetón,41,110,424,podľa tabuliek,Vodný tok,KE SK,SC KSK - KS,Košice - okolie,1315065,138,0,3
